,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
34206,ELEC,FOUNDRY STATION 3,310 Comal St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.261051,-97.72782,2023-10-30,174620,2023-10-30 00:33:11 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34207,ELEC,FOUNDRY STATION 2,310 Comal St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.261097,-97.727847,2023-10-30,174621,2023-10-30 00:33:08 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34208,ELEC,FOUNDRY STATION 4,310 Comal St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.261084,-97.727822,2023-10-30,174622,2023-10-30 00:27:00 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34209,ELEC,COLONIAL CTR HR STATION 2,607 W 3rd St,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.26652,-97.750175,2023-10-30,174623,2023-10-30 00:21:30 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34439,ELEC,7700 PARMER 7700 PARMER 2,7700 W PARMER LN,,Austin,TX,78729,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.458594,-97.7526,2023-10-30,174934,2023-10-30 00:34:05 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34482,ELEC,ACC CYP STAT2,ACC Cypress Creek,,Cedar Park,TX,78613,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.479372,-97.83449,2023-10-30,174991,2023-10-30 00:36:43 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34509,ELEC,PALOMA RIDGE PALOMA BDG C #7,13620 N FM 620,,Austin,TX,78717,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.477991,-97.77827,2023-10-30,175020,2023-10-30 00:37:07 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34510,ELEC,PALOMA RIDGE PALOMA BDG C #1,13620 N FM 620,,Austin,TX,78717,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.47781,-97.77879,2023-10-30,175022,2023-10-30 00:37:06 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34511,ELEC,PALOMA RIDGE PALOMA BDG C #8,13620 N FM 620,,Austin,TX,78717,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.47798,-97.77821,2023-10-30,175023,2023-10-30 00:37:06 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34580,ELEC,ACC-AE NORTHRIDGE1,11928 Stonehollow,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.404225,-97.705798,2023-10-30,175117,2023-10-30 00:32:45 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34874,ELEC,REPUBLICSQUARE GABLES REPUB5,219 W 4th St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.266691,-97.745766,2023-10-30,175482,2023-10-30 00:37:59 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34949,ELEC,PIE AE SALTILLO DCFC 3,901 E 5th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.264207,-97.73375,2023-10-30,175562,2023-10-30 00:38:08 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34950,ELEC,PIE AE SALTILLO DCFC 2,901 E 5th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.264222,-97.733813,2023-10-30,175563,2023-10-30 00:38:08 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
34951,ELEC,PIE AE SALTILLO DCFC 1,901 E 5th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.264238,-97.73386,2023-10-30,175564,2023-10-30 00:33:35 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38329,ELEC,DSMCUT EVSE07 FLOOR L1,501573 E 15th St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.275236,-97.734569,2023-10-30,180188,2023-10-30 00:20:59 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38330,ELEC,DSMCUT EVSE03 FLOOR L5,501573 E 15th St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.275274,-97.734552,2023-10-30,180189,2023-10-30 00:20:59 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38331,ELEC,DSMCUT EVSE01 FLOOR L7,501573 E 15th St,,Austin,TX,78701,,888-758-4389,T,2023-09-24,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.275261,-97.73458,2023-10-30,180190,2023-10-30 00:20:59 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38332,ELEC,DSMCUT EVSE04 FLOOR L4,501573 E 15th St,,Austin,TX,78701,,888-758-4389,T,2023-03-20,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.275239,-97.734584,2023-10-30,180191,2023-10-30 00:20:59 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38333,ELEC,DSMCUT EVSE02 FLOOR L6,501573 E 15th St,,Austin,TX,78701,,888-758-4389,T,2023-07-23,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.275264,-97.734579,2023-10-30,180192,2023-10-30 00:20:59 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38334,ELEC,DSMCUT EVSE06 FLOOR L2,501573 E 15th St,,Austin,TX,78701,,888-758-4389,T,2023-03-06,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.275229,-97.734575,2023-10-30,180193,2023-10-30 00:20:58 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38335,ELEC,DSMCUT EVSE09 FLOOR LL,1305 Red River St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.275215,-97.734598,2023-10-30,180194,2023-10-30 00:20:59 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38336,ELEC,PIE AE CITY HALL STAT2,400 W 2nd St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.264945,-97.747,2023-10-30,180202,2023-10-30 00:20:04 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38337,ELEC,PIE AE RUTHERFORDCAMP3,8301 Cameron Rd,,Austin,TX,78754,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.337065,-97.680709,2023-10-30,180203,2023-10-30 00:20:04 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38338,ELEC,PIE AE RUTHERFORDCAMP2,8301 Cameron Rd,,Austin,TX,78754,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.337168,-97.680607,2023-10-30,180204,2023-10-30 00:20:03 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38339,ELEC,PIE AE PUB ACC NRIDGE2,11928 Stonehollow Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.40429,-97.705587,2023-10-30,180205,2023-10-30 00:20:02 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38340,ELEC,PIE AE PUBGABLES 5TH 2,1611 W 5th St,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.274388,-97.764731,2023-10-30,180206,2023-10-30 00:20:02 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38341,ELEC,PIE AE PUBACCSOAUSTIN2,5517 Manchaca Rd,,Austin,TX,78745,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.216052,-97.796295,2023-10-30,180207,2023-10-30 00:20:04 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38342,ELEC,PIE AE PUB ACC EVIEW2,3401 Webberville Rd,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.268166,-97.706101,2023-10-30,180208,2023-10-30 00:20:01 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38343,ELEC,PIE AE PUBACCHIGHLAND2,5930 Middle Fiskville Rd,,Austin,TX,78752,,888-758-4389,T,2023-10-19,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.322727,-97.712799,2023-10-30,180209,2023-10-30 00:20:04 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38344,ELEC,PIE AE PUBDENNYSNORTH2,1601 Interstate 35 Frontage Road,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.276571,-97.729718,2023-10-30,180210,2023-10-30 00:20:04 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38345,ELEC,PIE AE PUBACCRIVERSID2,1230 Grove Blvd,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.235079,-97.705153,2023-10-30,180212,2023-10-30 00:20:04 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38346,ELEC,PIE AE PUB UTANTONIO 1,2420 San Antonio St,,Austin,TX,78705,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.288683,-97.742575,2023-10-30,180213,2023-10-30 00:20:02 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38348,ELEC,PIE AE AUS AIRPORT DC1,2901 Spirit of Texas Dr,,Austin,TX,78719,,888-758-4389,T,2023-09-30,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.211214,-97.667425,2023-10-30,180216,2023-10-30 00:42:55 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38349,ELEC,ABIA RETAIL LLC STATION 01,2901 Spirit of Texas Dr,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.211359,-97.667394,2023-10-30,180217,2023-10-30 00:20:27 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38350,ELEC,FASTPARK AUS 3,2300 Spirit of Texas Dr,,Austin,TX,78617,,888-758-4389,T,2023-10-26,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.218512,-97.661999,2023-10-30,180218,2023-10-30 00:20:25 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38351,ELEC,FASTPARK AUS 1,2300 Spirit of Texas Dr,,Austin,TX,78617,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.218664,-97.662037,2023-10-30,180219,2023-10-30 00:20:25 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38352,ELEC,FASTPARK AUS 5,2300 Spirit of Texas Dr,,Austin,TX,78617,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.219345,-97.662093,2023-10-30,180221,2023-10-30 00:10:20 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38353,ELEC,FASTPARK AUS 6,2300 Spirit of Texas Dr,,Austin,TX,78617,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.219331,-97.66208,2023-10-30,180222,2023-10-30 00:10:12 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38354,ELEC,FASTPARK AUS 7,2300 Spirit of Texas Dr,,Austin,TX,78617,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.219323,-97.662101,2023-10-30,180223,2023-10-30 00:10:12 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38355,ELEC,FASTPARK AUS 8,2300 Spirit of Texas Dr,,Austin,TX,78617,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.219316,-97.662082,2023-10-30,180224,2023-10-30 00:10:12 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38358,ELEC,HYATT PLACE HP STATION 2,9532 Spirit of Austin Ln,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.21042,-97.664868,2023-10-30,180227,2023-10-30 00:17:46 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38359,ELEC,HYATT PLACE HP STATION 1,9532 Spirit of Austin Ln,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.210412,-97.664797,2023-10-30,180228,2023-10-30 00:17:30 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38363,ELEC,COA LOT J SW,10200 Hotel Drive,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.205514,-97.66241,2023-10-30,180233,2023-10-30 00:18:57 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38364,ELEC,THE PARK-GARAGE GARAGE P1 L2,3711 S MoPac Expy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.244103,-97.806722,2023-10-30,180234,2023-10-30 00:17:48 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38374,ELEC,LADERA BEND GATED GARAGE GW,7300 Ranch Rd 2222,,Austin,TX,78730,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.372427,-97.801834,2023-10-30,180247,2023-10-30 00:17:07 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38378,ELEC,PARK&ZOOM VALET #6,9518 Hotel Dr,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.211848,-97.662017,2023-10-30,180253,2023-10-30 00:16:38 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38379,ELEC,PARK&ZOOM VALET #4,9518 Hotel Dr,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.21145,-97.662103,2023-10-30,180254,2023-10-30 00:16:38 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38380,ELEC,PARK&ZOOM VALET #3,9518 Hotel Dr,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.211718,-97.662318,2023-10-30,180255,2023-10-30 00:16:38 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38381,ELEC,INT-BIO EV CHGR INTBIO EV CHGR2,8206 Cross Park Dr,,Austin,TX,78754,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.330901,-97.668947,2023-10-30,180257,2023-10-30 00:16:14 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38382,ELEC,RPP GARAGE GARAGE 2,12455 Research Park Loop,,Austin,TX,78727,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.429442,-97.755212,2023-10-30,180258,2023-10-30 00:13:13 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38385,ELEC,NATIONAL INSTRU 15&16;,11500 N Mopac Expy,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.408822,-97.725196,2023-10-30,180275,2023-10-30 00:14:53 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38386,ELEC,NATIONAL INSTRU 9&10;,11500 N Mopac Expy,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.408686,-97.725307,2023-10-30,180276,2023-10-30 00:14:53 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38387,ELEC,NATIONAL INSTRU 11&12;,11500 N Mopac Expy,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.408722,-97.725271,2023-10-30,180277,2023-10-30 00:14:52 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38388,ELEC,NATIONAL INSTRU 1&2,11500 N Mopac Expy,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.408792,-97.725312,2023-10-30,180278,2023-10-30 00:14:33 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38389,ELEC,NATIONAL INSTRU 5&6,11500 N Mopac Expy,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.408705,-97.725377,2023-10-30,180279,2023-10-30 00:14:33 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38390,ELEC,NATIONAL INSTRU 7&8,11500 N Mopac Expy,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.408505,-97.727699,2023-10-30,180280,2023-10-30 00:14:29 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38391,ELEC,NATIONAL INSTRU 13&14;,11500 N Mopac Expy,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.408775,-97.725228,2023-10-30,180282,2023-10-30 00:14:28 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38392,ELEC,NATIONAL INSTRU 3&4,11500 N Mopac Expy,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.408744,-97.725343,2023-10-30,180283,2023-10-30 00:14:28 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38396,ELEC,HABITAT SUITES SINGLE PORT,500 E Highland Mall Blvd,,Austin,TX,78752,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.329076,-97.709553,2023-10-30,180290,2023-10-30 00:13:05 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38402,ELEC,COA DOA - CONRAC2,3819 Presidential Blvd,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.204655,-97.666451,2023-10-30,180297,2023-10-30 00:12:35 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38405,ELEC,HPI 3700 EV 2,3700 N Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.336797,-97.806151,2023-10-30,180300,2023-10-30 00:12:35 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38406,ELEC,HPI 3700 EV 4,3700 N Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.336723,-97.806259,2023-10-30,180301,2023-10-30 00:12:18 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
38407,ELEC,HPI 3700 EV 1,3700 N Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.33688,-97.806575,2023-10-30,180302,2023-10-30 00:11:42 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
